Date,Product Name,Category,Sales Units,Sales Revenue,Stock Level,Price,Promotion,Economic Indicator,Weather,Competitor Price,Website Traffic,Holiday Season,Lead Time Days,Event Impact,Returns,Demand Forecast,Seasonality
1/11/2025,Cozy Winter Jacket,Clothing,153,"$4,590",125,$30,No,73,Rainy,$31.90,1014,No,7,None,0,145,Winter
1/12/2025,Cozy Winter Jacket,Clothing,103,"$3,090",1,$30,Yes,78,Snowy,$30.10,1153,Yes,1,None,1,175,Winter
1/13/2025,Cozy Winter Jacket,Clothing,145,"$4,350",40,$30,Yes,78,Cloudy,$33.37,1020,No,5,None,4,174,Winter
1/14/2025,Cozy Winter Jacket,Clothing,109,"$3,270",3,$30,No,77,Snowy,$31.43,1084,No,7,Black Friday,5,145,Winter
1/15/2025,Cozy Winter Jacket,Clothing,154,"$4,620",49,$30,Yes,73,Cloudy,$27.39,1128,No,4,Holiday Sale,1,175,Winter
1/16/2025,Cozy Winter Jacket,Clothing,112,"$3,360",72,$30,Yes,73,Cloudy,$32.13,1258,Yes,7,Black Friday,3,156,Winter
1/17/2025,Cozy Winter Jacket,Clothing,154,"$4,620",78,$30,No,71,Sunny,$31.34,1284,No,5,Holiday Sale,5,137,Winter
1/18/2025,Cozy Winter Jacket,Clothing,141,"$4,230",284,$30,Yes,74,Snowy,$31.87,901,No,2,Holiday Sale,2,141,Winter
1/19/2025,Cozy Winter Jacket,Clothing,127,"$3,810",182,$30,Yes,78,Cloudy,$34.19,1092,Yes,7,None,1,172,Winter
1/20/2025,Cozy Winter Jacket,Clothing,118,"$3,540",106,$30,Yes,77,Cloudy,$26.12,937,Yes,3,New Year Event,5,133,Winter
1/21/2025,Cozy Winter Jacket,Clothing,152,"$4,560",160,$30,No,78,Rainy,$32.58,980,No,2,Holiday Sale,1,141,Winter
1/22/2025,Cozy Winter Jacket,Clothing,157,"$4,710",54,$30,No,75,Cloudy,$32.66,1187,No,4,Black Friday,1,132,Winter
1/23/2025,Cozy Winter Jacket,Clothing,118,"$3,540",160,$30,No,71,Cloudy,$31.95,1102,Yes,5,Holiday Sale,5,152,Winter
1/24/2025,Cozy Winter Jacket,Clothing,142,"$4,260",61,$30,Yes,73,Cloudy,$30.92,808,Yes,1,Black Friday,5,172,Winter
1/25/2025,Cozy Winter Jacket,Clothing,158,"$4,740",55,$30,Yes,78,Rainy,$33.88,807,Yes,3,Black Friday,2,147,Winter
1/26/2025,Cozy Winter Jacket,Clothing,144,"$4,320",287,$30,Yes,80,Snowy,$34.21,1163,Yes,2,Black Friday,3,141,Winter
1/27/2025,Cozy Winter Jacket,Clothing,154,"$4,620",245,$30,No,73,Rainy,$34.15,983,Yes,2,New Year Event,3,151,Winter
1/28/2025,Cozy Winter Jacket,Clothing,134,"$4,020",135,$30,No,75,Sunny,$29.82,1106,No,7,None,0,146,Winter
1/29/2025,Cozy Winter Jacket,Clothing,108,"$3,240",136,$30,Yes,78,Cloudy,$34.89,944,Yes,7,None,3,171,Winter
1/30/2025,Cozy Winter Jacket,Clothing,134,"$4,020",107,$30,Yes,72,Snowy,$32.24,1196,Yes,5,Holiday Sale,3,135,Winter
1/31/2025,Cozy Winter Jacket,Clothing,114,"$3,420",125,$30,No,80,Snowy,$26.81,980,No,4,Black Friday,0,131,Winter
2/1/2025,Cozy Winter Jacket,Clothing,118,"$3,540",65,$30,No,76,Cloudy,$29.35,1292,No,1,None,4,147,Winter
2/2/2025,Cozy Winter Jacket,Clothing,115,"$3,450",131,$30,Yes,73,Rainy,$25.43,1210,No,6,Black Friday,1,133,Winter
2/3/2025,Cozy Winter Jacket,Clothing,109,"$3,270",54,$30,Yes,75,Rainy,$31.44,1275,Yes,3,New Year Event,1,141,Winter
2/4/2025,Cozy Winter Jacket,Clothing,155,"$4,650",289,$30,Yes,80,Snowy,$29.76,954,No,1,None,5,146,Winter
2/5/2025,Cozy Winter Jacket,Clothing,107,"$3,210",252,$30,Yes,73,Snowy,$30.53,1226,No,1,New Year Event,2,166,Winter
2/6/2025,Cozy Winter Jacket,Clothing,101,"$3,030",120,$30,No,71,Snowy,$30.45,1133,No,4,Black Friday,0,165,Winter
2/7/2025,Cozy Winter Jacket,Clothing,130,"$3,900",43,$30,No,77,Snowy,$29.09,1222,Yes,3,Holiday Sale,2,167,Winter
2/8/2025,Cozy Winter Jacket,Clothing,140,"$4,200",227,$30,No,77,Snowy,$29.50,1246,No,6,Holiday Sale,2,151,Winter
2/9/2025,Cozy Winter Jacket,Clothing,132,"$3,960",91,$30,No,76,Rainy,$25.33,1184,No,6,None,2,163,Winter
2/10/2025,Cozy Winter Jacket,Clothing,107,"$3,210",61,$30,No,78,Rainy,$31.74,915,No,7,None,1,164,Winter
2/11/2025,Cozy Winter Jacket,Clothing,148,"$4,440",89,$30,No,80,Cloudy,$33.38,962,Yes,1,Holiday Sale,5,175,Winter
2/12/2025,Cozy Winter Jacket,Clothing,117,"$3,510",173,$30,Yes,79,Sunny,$29.76,1225,Yes,6,None,0,139,Winter
2/13/2025,Cozy Winter Jacket,Clothing,130,"$3,900",47,$30,No,73,Snowy,$31.43,873,No,7,Black Friday,3,150,Winter
2/14/2025,Cozy Winter Jacket,Clothing,121,"$3,630",269,$30,Yes,72,Cloudy,$25.14,1037,Yes,3,Holiday Sale,0,132,Winter
2/15/2025,Cozy Winter Jacket,Clothing,158,"$4,740",165,$30,No,72,Cloudy,$34.50,942,No,4,New Year Event,5,174,Winter
2/16/2025,Cozy Winter Jacket,Clothing,106,"$3,180",129,$30,Yes,77,Snowy,$27.26,1076,Yes,4,Holiday Sale,2,164,Winter
2/17/2025,Cozy Winter Jacket,Clothing,145,"$4,350",232,$30,Yes,80,Snowy,$27.22,1283,No,1,New Year Event,2,164,Winter
2/18/2025,Cozy Winter Jacket,Clothing,158,"$4,740",85,$30,Yes,74,Sunny,$31.37,1247,No,3,Holiday Sale,4,153,Winter
2/19/2025,Cozy Winter Jacket,Clothing,143,"$4,290",56,$30,No,76,Cloudy,$27.75,891,Yes,1,Black Friday,4,149,Winter
2/20/2025,Cozy Winter Jacket,Clothing,105,"$3,150",63,$30,Yes,76,Rainy,$33.69,895,Yes,2,New Year Event,1,156,Winter
2/21/2025,Cozy Winter Jacket,Clothing,135,"$4,050",186,$30,No,75,Snowy,$26.42,1178,No,1,Black Friday,1,161,Winter
2/22/2025,Cozy Winter Jacket,Clothing,147,"$4,410",286,$30,No,76,Snowy,$26.51,1220,No,1,Holiday Sale,0,158,Winter
2/23/2025,Cozy Winter Jacket,Clothing,123,"$3,690",252,$30,No,78,Rainy,$29.29,976,No,5,None,3,171,Winter
2/24/2025,Cozy Winter Jacket,Clothing,101,"$3,030",70,$30,No,72,Snowy,$34.13,907,No,4,None,5,166,Winter
2/25/2025,Cozy Winter Jacket,Clothing,134,"$4,020",185,$30,No,70,Cloudy,$31.79,1058,No,7,Black Friday,0,148,Winter
2/26/2025,Cozy Winter Jacket,Clothing,101,"$3,030",52,$30,Yes,78,Sunny,$31.88,1036,Yes,1,Black Friday,5,141,Winter
2/27/2025,Cozy Winter Jacket,Clothing,138,"$4,140",25,$30,No,76,Sunny,$27.83,863,Yes,3,New Year Event,0,136,Winter
2/28/2025,Cozy Winter Jacket,Clothing,143,"$4,290",193,$30,No,70,Cloudy,$31.55,1241,Yes,2,Black Friday,1,170,Winter
3/1/2025,Cozy Winter Jacket,Clothing,106,"$3,180",118,$30,No,70,Cloudy,$33.59,972,Yes,6,New Year Event,2,130,Winter
3/2/2025,Cozy Winter Jacket,Clothing,134,"$4,020",131,$30,Yes,73,Cloudy,$27.18,826,Yes,5,Black Friday,3,132,Winter
3/3/2025,Cozy Winter Jacket,Clothing,107,"$3,210",203,$30,No,80,Rainy,$34.99,1257,Yes,3,Black Friday,0,127,Winter
3/4/2025,Cozy Winter Jacket,Clothing,154,"$4,620",68,$30,No,70,Rainy,$25.28,1170,Yes,2,None,2,131,Winter
3/5/2025,Cozy Winter Jacket,Clothing,105,"$3,150",52,$30,No,76,Snowy,$30.19,853,Yes,3,New Year Event,3,129,Winter
3/6/2025,Cozy Winter Jacket,Clothing,102,"$3,060",217,$30,Yes,73,Sunny,$33.40,832,Yes,3,New Year Event,1,125,Winter
3/7/2025,Cozy Winter Jacket,Clothing,101,"$3,030",29,$30,Yes,78,Rainy,$30.80,1289,Yes,1,Holiday Sale,2,173,Winter
3/8/2025,Cozy Winter Jacket,Clothing,153,"$4,590",125,$30,No,80,Snowy,$30.39,1087,No,3,Holiday Sale,0,154,Winter
3/9/2025,Cozy Winter Jacket,Clothing,148,"$4,440",7,$30,No,79,Sunny,$29.92,1229,Yes,7,None,2,156,Winter
3/10/2025,Cozy Winter Jacket,Clothing,105,"$3,150",212,$30,Yes,71,Rainy,$32.99,1122,No,3,Holiday Sale,5,156,Winter
3/11/2025,Cozy Winter Jacket,Clothing,104,"$3,120",177,$30,No,73,Rainy,$31.26,1053,Yes,1,New Year Event,0,170,Winter
3/12/2025,Cozy Winter Jacket,Clothing,140,"$4,200",285,$30,Yes,74,Snowy,$25.76,972,Yes,1,Holiday Sale,5,144,Winter
3/13/2025,Cozy Winter Jacket,Clothing,134,"$4,020",68,$30,Yes,75,Sunny,$26.46,1101,Yes,4,None,5,143,Winter
3/14/2025,Cozy Winter Jacket,Clothing,106,"$3,180",26,$30,No,72,Sunny,$26.78,1065,No,1,Holiday Sale,1,143,Winter
3/15/2025,Cozy Winter Jacket,Clothing,129,"$3,870",168,$30,Yes,75,Cloudy,$32.57,1264,No,5,New Year Event,4,131,Winter
3/16/2025,Cozy Winter Jacket,Clothing,129,"$3,870",42,$30,No,78,Rainy,$30.10,1298,No,7,None,5,127,Winter
3/17/2025,Cozy Winter Jacket,Clothing,138,"$4,140",98,$30,No,71,Cloudy,$33.54,917,Yes,3,Holiday Sale,1,143,Winter
3/18/2025,Cozy Winter Jacket,Clothing,105,"$3,150",128,$30,No,78,Cloudy,$29.19,1209,Yes,2,Holiday Sale,0,153,Winter
3/19/2025,Cozy Winter Jacket,Clothing,151,"$4,530",100,$30,No,76,Sunny,$34.36,1238,No,6,Holiday Sale,2,128,Winter
3/20/2025,Cozy Winter Jacket,Clothing,127,"$3,810",14,$30,No,72,Rainy,$28.40,1072,Yes,2,Black Friday,3,147,Winter
3/21/2025,Cozy Winter Jacket,Clothing,134,"$4,020",87,$30,No,80,Rainy,$26.37,942,Yes,2,None,5,130,Winter
3/22/2025,Cozy Winter Jacket,Clothing,129,"$3,870",263,$30,Yes,73,Cloudy,$31.81,1039,No,2,New Year Event,5,162,Winter
3/23/2025,Cozy Winter Jacket,Clothing,154,"$4,620",120,$30,Yes,76,Sunny,$28.69,915,No,6,Black Friday,0,150,Winter
3/24/2025,Cozy Winter Jacket,Clothing,105,"$3,150",132,$30,Yes,76,Rainy,$29.49,885,Yes,6,New Year Event,0,133,Winter
3/25/2025,Cozy Winter Jacket,Clothing,130,"$3,900",48,$30,Yes,74,Sunny,$34.18,1073,No,1,Black Friday,5,126,Winter
3/26/2025,Cozy Winter Jacket,Clothing,137,"$4,110",258,$30,No,76,Rainy,$30.85,1099,Yes,7,None,0,138,Winter
3/27/2025,Cozy Winter Jacket,Clothing,149,"$4,470",207,$30,Yes,76,Snowy,$34.01,1292,Yes,1,Holiday Sale,0,171,Winter
3/28/2025,Cozy Winter Jacket,Clothing,103,"$3,090",68,$30,Yes,78,Sunny,$31.14,1193,Yes,3,Black Friday,0,126,Winter
3/29/2025,Cozy Winter Jacket,Clothing,145,"$4,350",60,$30,Yes,77,Rainy,$34.08,846,No,6,None,4,143,Winter
3/30/2025,Cozy Winter Jacket,Clothing,138,"$4,140",96,$30,No,72,Cloudy,$27.11,1233,Yes,4,Black Friday,4,153,Winter
3/31/2025,Cozy Winter Jacket,Clothing,115,"$3,450",154,$30,Yes,76,Sunny,$28.15,1201,Yes,3,None,2,140,Winter
4/1/2025,Cozy Winter Jacket,Clothing,133,"$3,990",106,$30,Yes,72,Cloudy,$25.18,832,No,4,Holiday Sale,1,144,Winter
4/2/2025,Cozy Winter Jacket,Clothing,135,"$4,050",201,$30,Yes,72,Sunny,$33.47,990,Yes,3,Holiday Sale,2,133,Winter
4/3/2025,Cozy Winter Jacket,Clothing,133,"$3,990",290,$30,No,76,Sunny,$28.17,1093,No,2,Black Friday,5,131,Winter
4/4/2025,Cozy Winter Jacket,Clothing,155,"$4,650",131,$30,No,77,Rainy,$31.98,870,Yes,5,None,1,169,Winter
4/5/2025,Cozy Winter Jacket,Clothing,158,"$4,740",76,$30,Yes,76,Sunny,$32.43,856,Yes,6,New Year Event,2,133,Winter
4/6/2025,Cozy Winter Jacket,Clothing,140,"$4,200",277,$30,Yes,79,Snowy,$27.95,1110,Yes,4,Holiday Sale,1,132,Winter
4/7/2025,Cozy Winter Jacket,Clothing,102,"$3,060",221,$30,No,71,Snowy,$26.19,1124,Yes,3,New Year Event,3,154,Winter
4/8/2025,Cozy Winter Jacket,Clothing,117,"$3,510",250,$30,Yes,72,Snowy,$29.07,1160,Yes,2,Holiday Sale,4,175,Winter
4/9/2025,Cozy Winter Jacket,Clothing,121,"$3,630",146,$30,No,70,Cloudy,$33.96,919,No,5,None,5,136,Winter
4/10/2025,Cozy Winter Jacket,Clothing,113,"$3,390",229,$30,No,76,Cloudy,$25.26,1163,No,7,None,3,165,Winter
4/11/2025,Cozy Winter Jacket,Clothing,152,"$4,560",133,$30,No,71,Sunny,$33.07,1189,Yes,5,Holiday Sale,1,175,Winter
4/12/2025,Cozy Winter Jacket,Clothing,122,"$3,660",273,$30,Yes,79,Cloudy,$27.45,1203,Yes,1,New Year Event,5,148,Winter
4/13/2025,Cozy Winter Jacket,Clothing,141,"$4,230",57,$30,Yes,75,Sunny,$29.65,838,No,7,None,0,174,Winter
4/14/2025,Cozy Winter Jacket,Clothing,111,"$3,330",97,$30,Yes,72,Sunny,$28.41,1000,Yes,6,Holiday Sale,5,125,Winter
4/15/2025,Cozy Winter Jacket,Clothing,151,"$4,530",237,$30,Yes,79,Sunny,$27.58,879,No,3,None,3,165,Winter
4/16/2025,Cozy Winter Jacket,Clothing,137,"$4,110",298,$30,No,73,Sunny,$28.37,896,Yes,4,Black Friday,0,128,Winter
4/17/2025,Cozy Winter Jacket,Clothing,109,"$3,270",173,$30,No,77,Snowy,$31.79,1230,Yes,2,Black Friday,0,133,Winter
4/18/2025,Cozy Winter Jacket,Clothing,102,"$3,060",112,$30,Yes,71,Cloudy,$28.84,1133,Yes,7,New Year Event,0,139,Winter
4/19/2025,Cozy Winter Jacket,Clothing,133,"$3,990",66,$30,No,72,Rainy,$34.09,1271,Yes,1,None,3,134,Winter
4/20/2025,Cozy Winter Jacket,Clothing,119,"$3,570",177,$30,No,77,Snowy,$28.58,939,Yes,4,Black Friday,5,136,Winter
4/21/2025,Cozy Winter Jacket,Clothing,100,"$3,000",237,$30,No,70,Sunny,$33.69,1071,Yes,7,New Year Event,2,134,Winter
4/22/2025,Cozy Winter Jacket,Clothing,100,"$3,000",221,$30,Yes,75,Sunny,$25.89,1063,No,2,None,4,173,Winter
4/23/2025,Cozy Winter Jacket,Clothing,146,"$4,380",163,$30,Yes,70,Rainy,$26.87,1143,Yes,4,Black Friday,5,127,Winter
4/24/2025,Cozy Winter Jacket,Clothing,138,"$4,140",125,$30,No,74,Snowy,$31.04,1180,No,6,New Year Event,3,135,Winter
4/25/2025,Cozy Winter Jacket,Clothing,160,"$4,800",246,$30,Yes,71,Cloudy,$29.54,973,No,4,Holiday Sale,2,128,Winter
4/26/2025,Cozy Winter Jacket,Clothing,106,"$3,180",269,$30,Yes,80,Rainy,$30.99,1241,Yes,6,Black Friday,2,166,Winter
4/27/2025,Cozy Winter Jacket,Clothing,124,"$3,720",193,$30,Yes,79,Sunny,$27.30,1126,Yes,5,New Year Event,0,141,Winter
4/28/2025,Cozy Winter Jacket,Clothing,107,"$3,210",208,$30,No,76,Rainy,$34.81,1081,No,5,Holiday Sale,4,159,Winter
4/29/2025,Cozy Winter Jacket,Clothing,153,"$4,590",52,$30,Yes,79,Rainy,$34.26,1141,No,3,Holiday Sale,5,132,Winter
4/30/2025,Cozy Winter Jacket,Clothing,140,"$4,200",262,$30,No,77,Cloudy,$27.63,976,No,7,None,1,142,Winter
5/1/2025,Cozy Winter Jacket,Clothing,137,"$4,110",189,$30,No,72,Rainy,$26.46,1098,Yes,4,Holiday Sale,4,159,Winter
5/2/2025,Cozy Winter Jacket,Clothing,124,"$3,720",38,$30,Yes,72,Rainy,$34.78,1211,Yes,7,Black Friday,5,168,Winter
5/3/2025,Cozy Winter Jacket,Clothing,107,"$3,210",248,$30,No,73,Sunny,$27.86,1285,No,4,Holiday Sale,5,131,Winter
5/4/2025,Cozy Winter Jacket,Clothing,101,"$3,030",126,$30,Yes,71,Snowy,$29.48,932,No,4,Holiday Sale,3,131,Winter
5/5/2025,Cozy Winter Jacket,Clothing,156,"$4,680",280,$30,No,78,Cloudy,$26.84,1159,No,6,Black Friday,4,136,Winter
5/6/2025,Cozy Winter Jacket,Clothing,135,"$4,050",60,$30,No,80,Rainy,$33.73,942,No,2,New Year Event,2,153,Winter
5/7/2025,Cozy Winter Jacket,Clothing,158,"$4,740",74,$30,No,77,Sunny,$33.93,993,No,2,New Year Event,5,162,Winter
5/8/2025,Cozy Winter Jacket,Clothing,128,"$3,840",134,$30,Yes,74,Sunny,$29.04,1009,Yes,4,Holiday Sale,0,166,Winter
5/9/2025,Cozy Winter Jacket,Clothing,145,"$4,350",72,$30,Yes,72,Cloudy,$32.91,867,No,1,New Year Event,1,151,Winter
5/10/2025,Cozy Winter Jacket,Clothing,141,"$4,230",258,$30,Yes,71,Cloudy,$31.20,1114,Yes,2,None,1,154,Winter
5/11/2025,Cozy Winter Jacket,Clothing,113,"$3,390",256,$30,Yes,72,Sunny,$25.38,1246,Yes,4,Black Friday,3,157,Winter
5/12/2025,Cozy Winter Jacket,Clothing,152,"$4,560",63,$30,Yes,77,Cloudy,$27.12,1132,Yes,2,Holiday Sale,2,156,Winter
5/13/2025,Cozy Winter Jacket,Clothing,138,"$4,140",218,$30,No,75,Sunny,$27.35,976,Yes,4,New Year Event,5,174,Winter
5/14/2025,Cozy Winter Jacket,Clothing,149,"$4,470",257,$30,Yes,71,Cloudy,$27.55,1118,No,6,Holiday Sale,5,169,Winter
5/15/2025,Cozy Winter Jacket,Clothing,128,"$3,840",298,$30,Yes,76,Snowy,$25.05,1103,Yes,1,New Year Event,4,156,Winter
5/16/2025,Cozy Winter Jacket,Clothing,140,"$4,200",98,$30,No,75,Snowy,$34.38,1172,No,2,Black Friday,3,141,Winter
5/17/2025,Cozy Winter Jacket,Clothing,114,"$3,420",96,$30,No,78,Rainy,$29.02,881,Yes,7,New Year Event,2,140,Winter
5/18/2025,Cozy Winter Jacket,Clothing,147,"$4,410",296,$30,No,76,Snowy,$28.76,1035,Yes,7,None,3,129,Winter
5/19/2025,Cozy Winter Jacket,Clothing,132,"$3,960",84,$30,No,76,Cloudy,$30.33,1030,No,5,New Year Event,3,174,Winter
5/20/2025,Cozy Winter Jacket,Clothing,143,"$4,290",106,$30,Yes,70,Rainy,$34.30,964,No,4,Holiday Sale,1,158,Winter
5/21/2025,Cozy Winter Jacket,Clothing,125,"$3,750",81,$30,No,78,Rainy,$34.75,884,No,5,None,3,160,Winter
5/22/2025,Cozy Winter Jacket,Clothing,105,"$3,150",3,$30,No,76,Rainy,$28.24,1155,No,7,None,4,171,Winter
5/23/2025,Cozy Winter Jacket,Clothing,127,"$3,810",269,$30,Yes,77,Snowy,$29.32,1029,No,6,Holiday Sale,3,173,Winter
5/24/2025,Cozy Winter Jacket,Clothing,118,"$3,540",193,$30,Yes,73,Cloudy,$26.90,1203,No,4,None,4,137,Winter
5/25/2025,Cozy Winter Jacket,Clothing,149,"$4,470",250,$30,Yes,71,Sunny,$34.10,979,No,1,Black Friday,2,133,Winter
5/26/2025,Cozy Winter Jacket,Clothing,137,"$4,110",244,$30,No,79,Sunny,$28.59,1128,Yes,5,Holiday Sale,4,143,Winter
5/27/2025,Cozy Winter Jacket,Clothing,140,"$4,200",291,$30,No,75,Cloudy,$31.41,843,No,4,None,1,172,Winter
5/28/2025,Cozy Winter Jacket,Clothing,147,"$4,410",51,$30,No,80,Sunny,$28.78,1123,Yes,6,Black Friday,4,157,Winter
5/29/2025,Cozy Winter Jacket,Clothing,139,"$4,170",174,$30,Yes,72,Rainy,$28.38,911,Yes,6,Black Friday,4,162,Winter
5/30/2025,Cozy Winter Jacket,Clothing,105,"$3,150",170,$30,Yes,76,Sunny,$27.89,1242,Yes,7,Black Friday,2,135,Winter
5/31/2025,Cozy Winter Jacket,Clothing,104,"$3,120",287,$30,Yes,75,Cloudy,$32.54,1065,Yes,2,Holiday Sale,1,151,Winter
6/1/2025,Cozy Winter Jacket,Clothing,151,"$4,530",234,$30,No,73,Sunny,$26.16,1260,Yes,5,Holiday Sale,1,150,Winter
6/2/2025,Cozy Winter Jacket,Clothing,105,"$3,150",128,$30,Yes,74,Sunny,$34.47,1298,Yes,2,Holiday Sale,2,132,Winter
6/3/2025,Cozy Winter Jacket,Clothing,108,"$3,240",32,$30,No,80,Snowy,$26.26,1125,No,4,Holiday Sale,4,172,Winter
6/4/2025,Cozy Winter Jacket,Clothing,126,"$3,780",47,$30,No,76,Rainy,$29.85,941,Yes,3,Holiday Sale,4,131,Winter
6/5/2025,Cozy Winter Jacket,Clothing,150,"$4,500",294,$30,Yes,70,Rainy,$31.62,966,No,6,Black Friday,4,150,Winter
6/6/2025,Cozy Winter Jacket,Clothing,155,"$4,650",71,$30,Yes,72,Cloudy,$28.88,904,No,4,None,4,166,Winter
6/7/2025,Cozy Winter Jacket,Clothing,102,"$3,060",65,$30,No,78,Rainy,$29.79,944,Yes,6,Holiday Sale,2,136,Winter
6/8/2025,Cozy Winter Jacket,Clothing,156,"$4,680",242,$30,Yes,73,Rainy,$33.78,1208,Yes,6,New Year Event,5,149,Winter
6/9/2025,Cozy Winter Jacket,Clothing,146,"$4,380",14,$30,No,73,Snowy,$34.73,887,No,2,New Year Event,2,139,Winter
6/10/2025,Cozy Winter Jacket,Clothing,158,"$4,740",96,$30,Yes,70,Rainy,$31.43,1002,No,5,Holiday Sale,1,140,Winter
6/11/2025,Cozy Winter Jacket,Clothing,154,"$4,620",195,$30,Yes,70,Rainy,$30.10,1204,No,2,None,3,173,Winter
6/12/2025,Cozy Winter Jacket,Clothing,147,"$4,410",79,$30,Yes,79,Snowy,$34.62,1052,Yes,6,New Year Event,2,151,Winter
6/13/2025,Cozy Winter Jacket,Clothing,101,"$3,030",118,$30,No,74,Sunny,$35.00,1244,Yes,1,None,4,174,Winter
6/14/2025,Cozy Winter Jacket,Clothing,110,"$3,300",157,$30,Yes,76,Sunny,$28.97,1027,No,2,New Year Event,2,163,Winter
6/15/2025,Cozy Winter Jacket,Clothing,155,"$4,650",133,$30,No,76,Cloudy,$33.07,878,Yes,5,New Year Event,2,159,Winter
6/16/2025,Cozy Winter Jacket,Clothing,121,"$3,630",194,$30,No,77,Sunny,$33.53,1015,Yes,3,None,3,133,Winter
6/17/2025,Cozy Winter Jacket,Clothing,113,"$3,390",128,$30,Yes,79,Cloudy,$30.02,1269,Yes,6,Black Friday,0,162,Winter
6/18/2025,Cozy Winter Jacket,Clothing,101,"$3,030",189,$30,Yes,72,Snowy,$29.64,1168,No,6,Holiday Sale,4,146,Winter
6/19/2025,Cozy Winter Jacket,Clothing,116,"$3,480",288,$30,Yes,72,Snowy,$31.31,1282,Yes,2,Holiday Sale,0,126,Winter
6/20/2025,Cozy Winter Jacket,Clothing,149,"$4,470",183,$30,No,72,Snowy,$33.08,874,No,3,Black Friday,4,131,Winter
6/21/2025,Cozy Winter Jacket,Clothing,108,"$3,240",28,$30,No,76,Sunny,$27.75,849,Yes,4,Black Friday,2,146,Winter
6/22/2025,Cozy Winter Jacket,Clothing,115,"$3,450",209,$30,No,75,Cloudy,$29.18,1254,No,5,New Year Event,2,150,Winter
6/23/2025,Cozy Winter Jacket,Clothing,157,"$4,710",197,$30,No,75,Sunny,$30.97,1079,Yes,7,Black Friday,4,126,Winter
6/24/2025,Cozy Winter Jacket,Clothing,123,"$3,690",162,$30,No,71,Snowy,$32.90,843,Yes,7,New Year Event,0,172,Winter
6/25/2025,Cozy Winter Jacket,Clothing,101,"$3,030",96,$30,Yes,76,Snowy,$31.95,1067,Yes,2,New Year Event,3,167,Winter
6/26/2025,Cozy Winter Jacket,Clothing,134,"$4,020",3,$30,Yes,78,Rainy,$34.51,853,No,2,New Year Event,0,142,Winter
6/27/2025,Cozy Winter Jacket,Clothing,157,"$4,710",143,$30,Yes,74,Sunny,$34.82,1177,Yes,3,Holiday Sale,3,162,Winter
6/28/2025,Cozy Winter Jacket,Clothing,121,"$3,630",283,$30,No,72,Cloudy,$31.33,1031,Yes,6,Black Friday,2,152,Winter
6/29/2025,Cozy Winter Jacket,Clothing,143,"$4,290",80,$30,Yes,73,Rainy,$25.04,1300,Yes,1,Holiday Sale,2,168,Winter
6/30/2025,Cozy Winter Jacket,Clothing,124,"$3,720",89,$30,Yes,74,Snowy,$28.19,904,No,2,Black Friday,1,175,Winter
7/1/2025,Cozy Winter Jacket,Clothing,159,"$4,770",292,$30,Yes,80,Sunny,$30.19,1166,No,4,Holiday Sale,2,131,Winter
7/2/2025,Cozy Winter Jacket,Clothing,159,"$4,770",155,$30,No,76,Sunny,$28.43,978,Yes,3,None,0,155,Winter
7/3/2025,Cozy Winter Jacket,Clothing,107,"$3,210",219,$30,Yes,74,Snowy,$33.41,872,No,2,New Year Event,1,170,Winter
7/4/2025,Cozy Winter Jacket,Clothing,101,"$3,030",20,$30,Yes,77,Rainy,$26.69,1140,No,2,Black Friday,1,134,Winter
7/5/2025,Cozy Winter Jacket,Clothing,138,"$4,140",206,$30,No,77,Sunny,$28.72,1041,No,5,Holiday Sale,1,148,Winter
7/6/2025,Cozy Winter Jacket,Clothing,151,"$4,530",225,$30,No,80,Cloudy,$28.71,1002,Yes,4,Black Friday,4,137,Winter
7/7/2025,Cozy Winter Jacket,Clothing,157,"$4,710",198,$30,Yes,77,Sunny,$25.74,1030,No,5,New Year Event,3,148,Winter
7/8/2025,Cozy Winter Jacket,Clothing,106,"$3,180",66,$30,No,72,Sunny,$33.48,832,Yes,6,Holiday Sale,2,133,Winter
7/9/2025,Cozy Winter Jacket,Clothing,129,"$3,870",166,$30,No,79,Sunny,$27.84,924,Yes,7,New Year Event,5,146,Winter
7/10/2025,Cozy Winter Jacket,Clothing,114,"$3,420",158,$30,Yes,76,Sunny,$31.67,888,Yes,4,New Year Event,5,155,Winter
7/11/2025,Cozy Winter Jacket,Clothing,103,"$3,090",234,$30,Yes,76,Sunny,$33.01,1041,No,6,Holiday Sale,0,164,Winter
7/12/2025,Cozy Winter Jacket,Clothing,120,"$3,600",204,$30,No,77,Rainy,$25.39,1145,Yes,6,Holiday Sale,0,149,Winter
7/13/2025,Cozy Winter Jacket,Clothing,156,"$4,680",172,$30,No,76,Snowy,$25.33,975,No,7,None,2,153,Winter
7/14/2025,Cozy Winter Jacket,Clothing,155,"$4,650",114,$30,Yes,75,Cloudy,$27.48,1130,Yes,5,New Year Event,4,129,Winter
7/15/2025,Cozy Winter Jacket,Clothing,139,"$4,170",235,$30,No,79,Rainy,$34.14,847,No,6,None,2,135,Winter
7/16/2025,Cozy Winter Jacket,Clothing,146,"$4,380",7,$30,No,70,Rainy,$28.37,1101,Yes,7,None,4,141,Winter
7/17/2025,Cozy Winter Jacket,Clothing,134,"$4,020",83,$30,No,76,Cloudy,$28.05,1045,No,7,None,2,128,Winter
